"Data","Descrição","Valor",""
"22/10/2018 18:48:23","Bônus Mineração - Contrato de mineração #203452 - 0.010 CMP - 2018-10-22","0.019",""
"22/10/2018 18:48:23","Bônus Mineração - Contrato de mineração #203450 - 0.010 CMP - 2018-10-22","0.019",""
"22/10/2018 18:45:55","Bônus Mineração - Contrato de mineração #199576 - 0.018 CMP - 2018-10-22","0.034",""
"22/10/2018 18:45:55","Bônus Mineração - Contrato de mineração #199571 - 0.047 CMP - 2018-10-22","0.08799999999999999",""
"22/10/2018 18:45:41","Bônus Mineração - Contrato de mineração #199167 - 0.029 CMP - 2018-10-22","0.054",""
"22/10/2018 18:44:35","Bônus Mineração - Contrato de mineração #197275 - 0.063 CMP - 2018-10-22","0.118",""
"22/10/2018 18:44:34","Bônus Mineração - Contrato de mineração #197249 - 0.063 CMP - 2018-10-22","0.118",""
"22/10/2018 18:43:17","Bônus Mineração - Contrato de mineração #195042 - 0.015 CMP - 2018-10-22","0.028",""
"22/10/2018 18:43:16","Bônus Mineração - Contrato de mineração #195017 - 0.015 CMP - 2018-10-22","0.028",""
"22/10/2018 18:43:16","Bônus Mineração - Contrato de mineração #194995 - 0.900 CMP - 2018-10-22","1.683",""
"22/10/2018 18:24:37","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-22","0.187",""
"22/10/2018 16:49:41","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-22","0.027",""
"22/10/2018 16:49:41","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-22","0.027",""
"22/10/2018 16:49:28","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-22","0.036",""
"22/10/2018 16:30:40","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-22","0.022",""
"22/10/2018 16:30:31","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-22","0.022",""
"22/10/2018 16:30:06","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-22","0.181",""
"22/10/2018 09:37:02","Taxa Crédito Liderança 22/10/2018","0",""
"22/10/2018 09:37:02","Crédito Liderança PE(CBMTF8)22/10/2018","103",""
"22/10/2018 09:33:59","Taxa Crédito Liderança 22/10/2018","0",""
"22/10/2018 09:33:59","Crédito Liderança PE(EBUB52)22/10/2018","103",""
"21/10/2018 15:02:36","Bônus Mineração - Contrato de mineração #203462 - 0.010 CMP - 2018-10-21","0.019",""
"21/10/2018 15:02:36","Bônus Mineração - Contrato de mineração #203452 - 0.010 CMP - 2018-10-21","0.019",""
"21/10/2018 15:02:36","Bônus Mineração - Contrato de mineração #203450 - 0.010 CMP - 2018-10-21","0.019",""
"21/10/2018 15:00:20","Bônus Mineração - Contrato de mineração #199576 - 0.018 CMP - 2018-10-21","0.033",""
"21/10/2018 15:00:20","Bônus Mineração - Contrato de mineração #199571 - 0.047 CMP - 2018-10-21","0.08699999999999999",""
"21/10/2018 15:00:06","Bônus Mineração - Contrato de mineração #199167 - 0.029 CMP - 2018-10-21","0.054",""
"21/10/2018 14:59:00","Bônus Mineração - Contrato de mineração #197275 - 0.063 CMP - 2018-10-21","0.117",""
"21/10/2018 14:58:59","Bônus Mineração - Contrato de mineração #197249 - 0.063 CMP - 2018-10-21","0.117",""
"21/10/2018 14:57:42","Bônus Mineração - Contrato de mineração #195042 - 0.015 CMP - 2018-10-21","0.028",""
"21/10/2018 14:57:41","Bônus Mineração - Contrato de mineração #195017 - 0.015 CMP - 2018-10-21","0.028",""
"21/10/2018 14:57:40","Bônus Mineração - Contrato de mineração #194995 - 0.900 CMP - 2018-10-21","1.665",""
"21/10/2018 14:43:25","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-21","0.185",""
"21/10/2018 11:43:20","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-21","0.028",""
"21/10/2018 11:43:20","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-21","0.028",""
"21/10/2018 11:43:07","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-21","0.037",""
"21/10/2018 11:25:48","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-21","0.022",""
"21/10/2018 11:25:39","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-21","0.022",""
"21/10/2018 11:25:14","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-21","0.184",""
"20/10/2018 16:39:20","Bônus Mineração - Contrato de mineração #203462 - 0.010 CMP - 2018-10-20","0.018",""
"20/10/2018 16:39:20","Bônus Mineração - Contrato de mineração #203452 - 0.010 CMP - 2018-10-20","0.018",""
"20/10/2018 16:39:20","Bônus Mineração - Contrato de mineração #203450 - 0.010 CMP - 2018-10-20","0.018",""
"20/10/2018 16:36:57","Bônus Mineração - Contrato de mineração #199576 - 0.018 CMP - 2018-10-20","0.033",""
"20/10/2018 16:36:57","Bônus Mineração - Contrato de mineração #199571 - 0.047 CMP - 2018-10-20","0.08599999999999999",""
"20/10/2018 16:36:43","Bônus Mineração - Contrato de mineração #199167 - 0.029 CMP - 2018-10-20","0.053",""
"20/10/2018 16:35:35","Bônus Mineração - Contrato de mineração #197275 - 0.063 CMP - 2018-10-20","0.115",""
"20/10/2018 16:35:34","Bônus Mineração - Contrato de mineração #197249 - 0.063 CMP - 2018-10-20","0.115",""
"20/10/2018 16:34:10","Bônus Mineração - Contrato de mineração #195042 - 0.015 CMP - 2018-10-20","0.027",""
"20/10/2018 16:34:10","Bônus Mineração - Contrato de mineração #195017 - 0.015 CMP - 2018-10-20","0.027",""
"20/10/2018 16:34:09","Bônus Mineração - Contrato de mineração #194995 - 0.900 CMP - 2018-10-20","1.638",""
"20/10/2018 16:14:56","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-20","0.182",""
"20/10/2018 14:49:19","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-20","0.027",""
"20/10/2018 14:49:19","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-20","0.027",""
"20/10/2018 14:49:06","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-20","0.037",""
"20/10/2018 14:31:42","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-20","0.022",""
"20/10/2018 14:31:28","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-20","0.022",""
"20/10/2018 14:31:00","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-20","0.183",""
"20/10/2018 02:04:54","Team Bonus 20/10/2018","72",""
"19/10/2018 20:22:29","Bônus Mineração - Contrato de mineração #203462 - 0.010 CMP - 2018-10-19","0.018",""
"19/10/2018 20:22:29","Bônus Mineração - Contrato de mineração #203452 - 0.010 CMP - 2018-10-19","0.018",""
"19/10/2018 20:22:29","Bônus Mineração - Contrato de mineração #203450 - 0.010 CMP - 2018-10-19","0.018",""
"19/10/2018 20:20:08","Bônus Mineração - Contrato de mineração #199576 - 0.018 CMP - 2018-10-19","0.033",""
"19/10/2018 20:20:08","Bônus Mineração - Contrato de mineração #199571 - 0.047 CMP - 2018-10-19","0.08599999999999999",""
"19/10/2018 20:19:53","Bônus Mineração - Contrato de mineração #199167 - 0.029 CMP - 2018-10-19","0.053",""
"19/10/2018 20:18:30","Bônus Mineração - Contrato de mineração #197275 - 0.063 CMP - 2018-10-19","0.116",""
"19/10/2018 20:18:29","Bônus Mineração - Contrato de mineração #197249 - 0.063 CMP - 2018-10-19","0.116",""
"19/10/2018 20:17:09","Bônus Mineração - Contrato de mineração #195042 - 0.015 CMP - 2018-10-19","0.028",""
"19/10/2018 20:17:08","Bônus Mineração - Contrato de mineração #195017 - 0.015 CMP - 2018-10-19","0.028",""
"19/10/2018 20:17:07","Bônus Mineração - Contrato de mineração #194995 - 0.900 CMP - 2018-10-19","1.656",""
"19/10/2018 20:01:38","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-19","0.184",""
"19/10/2018 19:00:37","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-19","0.027",""
"19/10/2018 19:00:37","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-19","0.027",""
"19/10/2018 19:00:24","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-19","0.036",""
"19/10/2018 18:42:18","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-19","0.022",""
"19/10/2018 18:42:06","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-19","0.022",""
"19/10/2018 18:41:38","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-19","0.181",""
"19/10/2018 16:58:08","Pagamento Pedido 6FLPTG","120",""
"19/10/2018 10:00:38","Bônus Indicação PE(CFO20Y) - PRO(Customized Profit Multi)","40",""
"19/10/2018 10:00:38","Pagamento Pedido CFO20Y","400",""
"19/10/2018 09:57:42","Bônus Indicação PE(ERKUKM) - PRO(Customized Profit Multi)","40",""
"19/10/2018 09:57:39","Bônus Indicação PE(ERKUKM) - PRO(Customized Profit Multi)","40",""
"19/10/2018 09:32:37","Taxa Crédito Liderança 19/10/2018","0",""
"19/10/2018 09:32:37","Crédito Liderança PE(DRO2VN)19/10/2018","66",""
"19/10/2018 09:29:37","Taxa Crédito Liderança 19/10/2018","0",""
"19/10/2018 09:29:37","Crédito Liderança PE(EFO3GC)19/10/2018","66.09999999999999",""
"18/10/2018 12:17:15","Bônus Mineração - Contrato de mineração #199576 - 0.018 CMP - 2018-10-18","0.033",""
"18/10/2018 12:17:15","Bônus Mineração - Contrato de mineração #199571 - 0.047 CMP - 2018-10-18","0.08599999999999999",""
"18/10/2018 12:17:00","Bônus Mineração - Contrato de mineração #199167 - 0.029 CMP - 2018-10-18","0.053",""
"18/10/2018 12:15:52","Bônus Mineração - Contrato de mineração #197275 - 0.063 CMP - 2018-10-18","0.115",""
"18/10/2018 12:15:51","Bônus Mineração - Contrato de mineração #197249 - 0.063 CMP - 2018-10-18","0.115",""
"18/10/2018 12:14:31","Bônus Mineração - Contrato de mineração #195042 - 0.015 CMP - 2018-10-18","0.027",""
"18/10/2018 12:14:30","Bônus Mineração - Contrato de mineração #195017 - 0.015 CMP - 2018-10-18","0.027",""
"18/10/2018 12:14:29","Bônus Mineração - Contrato de mineração #194995 - 0.900 CMP - 2018-10-18","1.638",""
"18/10/2018 11:58:56","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-18","0.182",""
"18/10/2018 10:02:31","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-18","0.027",""
"18/10/2018 10:02:31","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-18","0.027",""
"18/10/2018 10:02:08","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-18","0.036",""
"18/10/2018 09:42:44","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-18","0.022",""
"18/10/2018 09:42:35","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-18","0.022",""
"18/10/2018 09:42:09","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-18","0.181",""
"18/10/2018 02:05:29","Team Bonus 18/10/2018","112.8",""
"17/10/2018 18:40:12","Bônus Residual 2018-10-10 - 2018-10-16 - guimotajrd Contrato 116829 TH/s 0.100 level 3","0.01596",""
"17/10/2018 18:40:11","Bônus Residual 2018-10-10 - 2018-10-16 - guimotajre Contrato 116816 TH/s 0.100 level 3","0.01596",""
"17/10/2018 18:40:09","Bônus Residual 2018-10-10 - 2018-10-16 - guimotajr Contrato 116801 TH/s 0.100 level 2","0.01596",""
"17/10/2018 18:25:08","Bônus Residual 2018-10-10 - 2018-10-16 - anamaria007d Contrato 108494 TH/s 0.600 level 2","0.09576",""
"17/10/2018 18:25:07","Bônus Residual 2018-10-10 - 2018-10-16 - frederico007e Contrato 108488 TH/s 0.600 level 2","0.09576",""
"17/10/2018 18:25:07","Bônus Residual 2018-10-10 - 2018-10-16 - frederico007d Contrato 108485 TH/s 0.600 level 2","0.09576",""
"17/10/2018 18:24:57","Bônus Residual 2018-10-10 - 2018-10-16 - anamaria007e Contrato 108390 TH/s 0.600 level 2","0.09576",""
"17/10/2018 18:24:57","Bônus Residual 2018-10-10 - 2018-10-16 - Frederico007 Contrato 108387 TH/s 0.100 level 1","0.01596",""
"17/10/2018 18:24:53","Bônus Residual 2018-10-10 - 2018-10-16 - Anamaria007 Contrato 108348 TH/s 0.100 level 1","0.01596",""
"17/10/2018 17:58:43","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 94150 TH/s 1.200 level 1","0.19152",""
"17/10/2018 17:58:20","Bônus Residual 2018-10-10 - 2018-10-16 - robberto007E Contrato 93917 TH/s 1.200 level 1","0.19152",""
"17/10/2018 17:30:05","Bônus Mineração - Contrato de mineração #199576 - 0.018 CMP - 2018-10-17","0.033",""
"17/10/2018 17:30:05","Bônus Mineração - Contrato de mineração #199571 - 0.047 CMP - 2018-10-17","0.08599999999999999",""
"17/10/2018 17:29:39","Bônus Mineração - Contrato de mineração #199167 - 0.029 CMP - 2018-10-17","0.053",""
"17/10/2018 17:28:09","Bônus Mineração - Contrato de mineração #197275 - 0.063 CMP - 2018-10-17","0.115",""
"17/10/2018 17:28:07","Bônus Mineração - Contrato de mineração #197249 - 0.063 CMP - 2018-10-17","0.115",""
"17/10/2018 17:26:30","Bônus Mineração - Contrato de mineração #195042 - 0.015 CMP - 2018-10-17","0.027",""
"17/10/2018 17:26:29","Bônus Mineração - Contrato de mineração #195017 - 0.015 CMP - 2018-10-17","0.027",""
"17/10/2018 17:26:28","Bônus Mineração - Contrato de mineração #194995 - 0.900 CMP - 2018-10-17","1.647",""
"17/10/2018 17:06:40","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-17","0.183",""
"17/10/2018 15:53:29","Bônus Indicação PE(65XHB3) - PRO(Customized Profit Multi)","72",""
"17/10/2018 15:51:33","Bônus Indicação PE(EF7Y2V) - PRO(Customized Profit Multi)","188",""
"17/10/2018 15:34:40","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 170075 TH/s 1.500 level 1","0.24045",""
"17/10/2018 15:34:38","Bônus Residual 2018-10-10 - 2018-10-16 - robberto007E Contrato 170027 TH/s 1.500 level 1","0.24045",""
"17/10/2018 15:19:10","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 161823 TH/s 0.700 level 1","0.11221",""
"17/10/2018 15:19:10","Bônus Residual 2018-10-10 - 2018-10-16 - robberto007E Contrato 161821 TH/s 2.000 level 1","0.3206",""
"17/10/2018 15:19:09","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 161814 TH/s 0.200 level 1","0.03206",""
"17/10/2018 15:19:09","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 161811 TH/s 0.200 level 1","0.03206",""
"17/10/2018 15:19:08","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 161808 TH/s 0.200 level 1","0.03206",""
"17/10/2018 15:19:07","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 161796 TH/s 0.300 level 1","0.04809",""
"17/10/2018 15:09:57","Bônus Residual 2018-10-10 - 2018-10-16 - AlcidesJrd Contrato 156698 TH/s 0.300 level 3","0.04809",""
"17/10/2018 15:09:56","Bônus Residual 2018-10-10 - 2018-10-16 - AlcidesJre Contrato 156688 TH/s 0.300 level 3","0.04809",""
"17/10/2018 15:09:55","Bônus Residual 2018-10-10 - 2018-10-16 - AlcidesJr Contrato 156673 TH/s 0.100 level 2","0.01603",""
"17/10/2018 12:20:35","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 197274 TH/s 6.300 level 1","1.01871",""
"17/10/2018 12:20:32","Bônus Residual 2018-10-10 - 2018-10-16 - robberto007E Contrato 197248 TH/s 6.300 level 1","1.01871",""
"17/10/2018 12:19:56","Bônus Residual 2018-10-10 - 2018-10-16 - robberto007E Contrato 196889 TH/s 0.300 level 1","0.04851",""
"17/10/2018 12:19:53","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 196861 TH/s 0.300 level 1","0.04851",""
"17/10/2018 12:16:39","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 195041 TH/s 1.500 level 1","0.24255",""
"17/10/2018 12:16:37","Bônus Residual 2018-10-10 - 2018-10-16 - robberto007E Contrato 195016 TH/s 1.500 level 1","0.24255",""
"17/10/2018 11:50:57","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 181659 TH/s 0.100 level 1","0.01617",""
"17/10/2018 11:50:56","Bônus Residual 2018-10-10 - 2018-10-16 - robberto007E Contrato 181641 TH/s 0.100 level 1","0.01617",""
"17/10/2018 11:36:48","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 174017 TH/s 0.400 level 1","0.06468",""
"17/10/2018 11:36:46","Bônus Residual 2018-10-10 - 2018-10-16 - robberto007E Contrato 174006 TH/s 0.400 level 1","0.06468",""
"17/10/2018 11:36:44","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 173977 TH/s 0.300 level 1","0.04851",""
"17/10/2018 11:33:31","Bônus Residual 2018-10-10 - 2018-10-16 - luizmf13d Contrato 172531 TH/s 0.100 level 2","0.01617",""
"17/10/2018 11:33:31","Bônus Residual 2018-10-10 - 2018-10-16 - luizmf13e Contrato 172527 TH/s 0.100 level 2","0.01617",""
"17/10/2018 11:33:29","Bônus Residual 2018-10-10 - 2018-10-16 - luizmf13 Contrato 172513 TH/s 0.100 level 1","0.01617",""
"17/10/2018 11:30:53","Bônus Indicação PE(CF8OKW) - PRO(Customized Profit Multi)","116",""
"17/10/2018 11:30:53","Pagamento Pedido CF8OKW","1160",""
"17/10/2018 11:29:50","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 170476 TH/s 0.300 level 1","0.04851",""
"17/10/2018 11:29:50","Bônus Residual 2018-10-10 - 2018-10-16 - robberto007E Contrato 170474 TH/s 0.300 level 1","0.04851",""
"17/10/2018 11:29:47","Bônus Residual 2018-10-10 - 2018-10-16 - robberto007E Contrato 170451 TH/s 0.500 level 1","0.08085000000000001",""
"17/10/2018 11:29:47","Bônus Residual 2018-10-10 - 2018-10-16 - roberto007D Contrato 170446 TH/s 0.500 level 1","0.08085000000000001",""
"17/10/2018 11:29:44","Bônus Residual 2018-10-10 - 2018-10-16 - frederico007e Contrato 170421 TH/s 0.100 level 2","0.01617",""
"17/10/2018 11:29:44","Bônus Residual 2018-10-10 - 2018-10-16 - frederico007d Contrato 170419 TH/s 0.100 level 2","0.01617",""
"17/10/2018 11:29:44","Bônus Residual 2018-10-10 - 2018-10-16 - Frederico007 Contrato 170417 TH/s 0.100 level 1","0.01617",""
"17/10/2018 11:29:43","Bônus Residual 2018-10-10 - 2018-10-16 - Anamaria007 Contrato 170413 TH/s 0.100 level 1","0.01617",""
"17/10/2018 11:29:43","Bônus Residual 2018-10-10 - 2018-10-16 - anamaria007d Contrato 170409 TH/s 0.100 level 2","0.01617",""
"17/10/2018 11:29:43","Bônus Residual 2018-10-10 - 2018-10-16 - anamaria007e Contrato 170406 TH/s 0.100 level 2","0.01617",""
"17/10/2018 09:56:48","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-17","0.027",""
"17/10/2018 09:56:48","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-17","0.027",""
"17/10/2018 09:56:35","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-17","0.037",""
"17/10/2018 09:50:38","Taxa Crédito Liderança 17/10/2018","0",""
"17/10/2018 09:50:38","Crédito Liderança PE(6RAGRU)17/10/2018","153.98",""
"17/10/2018 09:48:58","Taxa Crédito Liderança 17/10/2018","0",""
"17/10/2018 09:48:58","Crédito Liderança PE(65ZG5Q)17/10/2018","161.62",""
"17/10/2018 09:38:29","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-17","0.022",""
"17/10/2018 09:38:20","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-17","0.022",""
"17/10/2018 09:37:49","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-17","0.183",""
"17/10/2018 02:01:54","Team Bonus 17/10/2018","158.4",""
"16/10/2018 15:56:46","Bônus Indicação PE(D6ILPF) - PRO(Customized Profit Multi)","252",""
"16/10/2018 15:45:47","Bônus Indicação PE(EE1P2P) - PRO(Customized Profit Multi)","252",""
"16/10/2018 12:24:32","Bônus Indicação PE(DEOWWE) - PRO(Customized Profit Multi)","12",""
"16/10/2018 12:09:59","Bônus Indicação PE(CD1SRQ) - PRO(Customized Profit Multi)","12",""
"16/10/2018 11:39:06","Bônus Mineração - Contrato de mineração #195042 - 0.015 CMP - 2018-10-16","0.028",""
"16/10/2018 11:39:04","Bônus Mineração - Contrato de mineração #195017 - 0.015 CMP - 2018-10-16","0.028",""
"16/10/2018 11:39:03","Bônus Mineração - Contrato de mineração #194995 - 0.900 CMP - 2018-10-16","1.656",""
"16/10/2018 11:23:18","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-16","0.184",""
"16/10/2018 10:53:03","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-16","0.027",""
"16/10/2018 10:53:03","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-16","0.027",""
"16/10/2018 10:52:47","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-16","0.036",""
"16/10/2018 10:32:07","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-16","0.022",""
"16/10/2018 10:31:59","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-16","0.022",""
"16/10/2018 10:31:33","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-16","0.18",""
"16/10/2018 02:01:58","Team Bonus 16/10/2018","36",""
"15/10/2018 21:31:39","Bônus Mineração - Contrato de mineração #195042 - 0.015 CMP - 2018-10-15","0.028",""
"15/10/2018 21:31:38","Bônus Mineração - Contrato de mineração #195017 - 0.015 CMP - 2018-10-15","0.028",""
"15/10/2018 21:31:37","Bônus Mineração - Contrato de mineração #194995 - 0.900 CMP - 2018-10-15","1.656",""
"15/10/2018 21:16:04","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-15","0.184",""
"15/10/2018 19:19:40","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-15","0.027",""
"15/10/2018 19:19:40","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-15","0.027",""
"15/10/2018 19:19:23","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-15","0.036",""
"15/10/2018 19:01:38","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-15","0.022",""
"15/10/2018 19:01:29","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-15","0.022",""
"15/10/2018 19:01:04","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-15","0.181",""
"15/10/2018 16:44:49","Bônus Indicação PE(6EGCX4) - PRO(Customized Profit Multi)","60",""
"15/10/2018 16:28:00","Bônus Indicação PE(DDGE5S) - PRO(Customized Profit Multi)","60",""
"14/10/2018 01:11:24","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-14","0.185",""
"14/10/2018 00:54:31","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-14","0.027",""
"14/10/2018 00:54:30","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-14","0.027",""
"14/10/2018 00:54:17","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-14","0.036",""
"14/10/2018 00:36:18","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-14","0.021",""
"14/10/2018 00:36:09","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-14","0.021",""
"14/10/2018 00:35:44","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-14","0.179",""
"13/10/2018 16:24:17","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-13","0.027",""
"13/10/2018 16:24:16","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-13","0.027",""
"13/10/2018 16:24:03","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-13","0.036",""
"13/10/2018 16:06:57","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-13","0.021",""
"13/10/2018 16:06:48","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-13","0.021",""
"13/10/2018 16:06:16","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-13","0.178",""
"13/10/2018 14:47:41","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-13","0.184",""
"12/10/2018 23:11:15","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-12","0.028",""
"12/10/2018 23:11:15","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-12","0.028",""
"12/10/2018 23:11:01","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-12","0.037",""
"12/10/2018 22:53:54","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-12","0.022",""
"12/10/2018 22:53:46","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-12","0.022",""
"12/10/2018 22:53:21","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-12","0.185",""
"12/10/2018 21:49:57","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-12","0.185",""
"11/10/2018 22:39:14","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-11","0.028",""
"11/10/2018 22:39:14","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-11","0.028",""
"11/10/2018 22:39:01","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-11","0.037",""
"11/10/2018 22:22:03","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-11","0.022",""
"11/10/2018 22:21:54","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-11","0.022",""
"11/10/2018 22:21:29","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-11","0.186",""
"11/10/2018 21:20:05","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-11","0.186",""
"10/10/2018 23:31:27","Bônus Mineração - Contrato de mineração #170076 - 0.015 CMP - 2018-10-10","0.028",""
"10/10/2018 23:31:26","Bônus Mineração - Contrato de mineração #170028 - 0.015 CMP - 2018-10-10","0.028",""
"10/10/2018 23:31:13","Bônus Mineração - Contrato de mineração #161822 - 0.020 CMP - 2018-10-10","0.037",""
"10/10/2018 23:13:30","Bônus Mineração - Contrato de mineração #94151 - 0.012 CMP - 2018-10-10","0.022",""
"10/10/2018 23:13:21","Bônus Mineração - Contrato de mineração #93918 - 0.012 CMP - 2018-10-10","0.022",""
"10/10/2018 23:12:56","Bônus Mineração - Contrato de mineração #93280 - 0.100 CMP - 2018-10-10","0.186",""
"10/10/2018 22:00:06","Bônus Mineração - Contrato de mineração #170452 - 0.100 CMP - 2018-10-10","0.183",""
